"","Age","Gender","Country","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence"
"415",26,"F","United States","No","No","Yes","Sometimes","100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","No","Yes","No"
"416",30,"M","United States","No","Yes","No","Often","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Don't know","No"
"418",23,"M","India","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No"
"419",34,"M","Finland","No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Don't know","No"
"420",55,"M","United States","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","No","No","Yes"
"421",28,"M","Germany","No","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","No","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"422",26,"M","Uruguay","No","No","No",NA,"26-100","Yes","Yes","Don't know","No","Don't know","No","Don't know","Don't know","No","No","Some of them","No","No","Yes","Don't know","No"
"423",28,"M","New Zealand","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","Yes","No","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No"
"424",32,"M","United Kingdom","No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No"
"425",28,"F","United States","No","No","Yes","Rarely","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No"
"426",21,"M","United States","No","No","No","Sometimes","6-25","No","No","Don't know","Not sure","No","Yes","Yes","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No"
"427",24,"M","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","No","Yes","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"428",26,"F","United States","No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"429",23,"M","United States","No","No","No",NA,"More than 1000","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","No","Yes","Don't know","No"
"430",24,"F","United States","No","No","No",NA,"More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Some of them","Yes","Yes","Yes","No"
"431",28,"M","Canada","Yes","No","No","Never","100-500","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"432",24,"F","United States","No","Yes","Yes","Rarely","6-25","No","Yes","No","No","No","No","Don't know","Very easy","Yes","No","No","Some of them","No","Yes","Yes","No"
"433",33,"M","United States","Yes","No","Yes","Often","1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","Yes","Maybe","Some of them","Some of them","Yes","Yes","Don't know","No"
"434",34,"M","United States","No","No","No","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","No","Maybe","Don't know","No"
"435",27,"F","United States","No","No","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"436",28,"M","United States","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"437",26,"M","United States","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","Yes"
"438",20,"M","Australia","No","No","No",NA,"100-500","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Very easy","No","No","Some of them","Yes","No","No","Don't know","No"
"439",23,"F","United States","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"440",29,"M","United States","No","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"441",26,"M","United Kingdom","No","Yes","No","Sometimes","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","No","No"
"442",36,"M","United States","No","No","No","Rarely","More than 1000","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No"
"443",41,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","Yes"
"444",33,"F","United States","No","No","No",NA,"100-500","Yes","Yes","Yes","No","Don't know","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No"
"445",23,"M","Canada","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"446",39,"M","United States","No","Yes","No","Often","More than 1000","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"447",34,"M","United States","No","Yes","No",NA,"More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","Yes"
"448",26,"F","United States","No","No","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes"
"449",24,"M","United States","No","No","Yes","Rarely","26-100","No","Yes","Yes","Yes","Yes","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No"
"450",37,"M","Canada","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"451",43,"M","United States","Yes","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No"
"453",30,"M","United States","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","No","Don't know","Very difficult","Yes","No","Some of them","No","No","No","No","Yes"
"454",34,"M","United States","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","Don't know","No"
"455",27,"M","United States","No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No"
"456",36,"M","United States","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","Don't know","No"
"457",27,"M","Brazil","No","No","No","Rarely","6-25","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No"
"458",35,"M","Netherlands","No","Yes","No","Never","100-500","No","Yes","Yes","No","No","No","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No"
"459",32,"M","United Kingdom","No","No","No","Never","6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","Yes","No"
"460",37,"M","United States","No","No","No",NA,"500-1000","No","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No"
"461",29,"M","United Kingdom","No","No","No",NA,"26-100","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No"
"462",33,"F","United States","No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Very easy","Maybe","No","Some of them","Yes","No","No","Yes","No"
"463",28,"M","United States","No","No","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Yes","Maybe","Some of them","No","No","No","Don't know","No"
"464",26,"F","United States","No","Yes","No","Never","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Maybe","Maybe","Some of them","No","No","Maybe","No","No"
"465",27,"M","United States","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","Yes","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","Yes","No","Maybe","Yes","No"
"466",38,"M","United Kingdom","Yes","No","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No"
"467",57,"M","United States","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","No","No"
"468",28,"M","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","Yes","No","No","No","No","No","Very difficult","Yes","Maybe","No","Some of them","No","Maybe","No","No"
"469",26,"M","France","No","No","No","Never","6-25","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","No","No"
"470",42,"F","Netherlands","No","No","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No"
"471",31,"M","United States","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No"
"472",58,"M","United States","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","Yes","No"
"473",29,"M","United States","No","No","No","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No"
"474",39,"F","United Kingdom","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","Yes"
"475",34,"M","United States","No","No","No","Sometimes","6-25","Yes","Yes","Don't know","No","No","No","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"476",57,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Don't know","No"
"477",27,"M","Germany","No","Yes","Yes","Sometimes","6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","No","No","No","No","Yes"
"478",23,"M","Germany","Yes","Yes","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","Maybe","Yes","Yes","Maybe","Yes","Don't know","No"
"479",18,"M","Finland","No","No","No",NA,"500-1000","Yes","No","Don't know","No","No","Don't know","Don't know","Very easy","Yes","No","No","No","No","Maybe","Don't know","No"
"480",30,"F","United States","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No"
"481",23,"M","United States","No","No","No","Never","26-100","No","No","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No"
"482",43,"M","United States","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","Yes","Don't know","No"
"483",18,"F","United Kingdom","No","Yes","Yes","Sometimes","1-5","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","No"
"484",29,"M","United States","No","No","Yes","Rarely","6-25","No","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No"
"485",48,"M","United States","No","No","No","Never","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No"
"486",43,"M","Germany","No","No","Yes","Sometimes","26-100","No","No","No","Yes","Don't know","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Yes","No","Yes"
"487",28,"F","United States","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","Maybe","Some of them","No","No","Maybe","Don't know","No"
"488",30,"M","United States","Yes","Yes","Yes","Often","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No"
"489",26,"M","Israel","No","No","No","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No"
"490",33,"M","Italy","No","No","No","Never","6-25","No","No","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","No","No"
"491",31,"M","United States","No","No","No",NA,"More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Yes","Don't know","No","No","No","Some of them","No","No","Yes","No"
"492",30,"M","United States","No","No","No","Rarely","100-500","No","No","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","No"
"493",27,"M","Israel","No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","No","Yes"
"494",24,"F","United States","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","Yes"
"495",25,"M","United States","No","No","No",NA,"26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No"
"496",23,"F","United States","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","Yes"
"497",36,"M","United States","No","No","Yes","Sometimes","More than 1000","No","No","Yes","Not sure","No","No","Don't know","Somewhat difficult","Yes","Maybe","Some of them","No","No","No","No","Yes"
